match_id	MYCN_TPM	MYCN_CN	MYCN_CN_status	molecular_subtype	Kids_First_Participant_ID	Kids_First_Biospecimen_ID	sample_id
PATGJU_01_Solid Tissue_Primary Tumor	26.34	NA	NA	NBL, MYCN amplified	PATGJU	TARGET-30-PATGJU-01A-01R	01
PATHKB_01_Solid Tissue_Primary Tumor	88.44	NA	NA	NBL, MYCN amplified	PATHKB	TARGET-30-PATHKB-01A-01D.M	01
PATHKB_01_Solid Tissue_Primary Tumor	88.44	NA	NA	NBL, MYCN amplified	PATHKB	TARGET-30-PATHKB-01A-01R	01
PATIIT_01_Solid Tissue_Primary Tumor	42.43	NA	NA	NBL, MYCN amplified	PATIIT	BS_2480EHNY	01
PATIIT_01_Solid Tissue_Primary Tumor	42.43	NA	NA	NBL, MYCN amplified	PATIIT	BS_GFN4FETJ	01
PATIRK_01_Solid Tissue_Primary Tumor	6.42	NA	NA	NBL, MYCN amplified	PATIRK	BS_NR090DDV	01
PATIRK_01_Solid Tissue_Primary Tumor	6.42	NA	NA	NBL, MYCN amplified	PATIRK	BS_WCEHT7D0	01
PATJDG_01_Solid Tissue_Primary Tumor	1.7	NA	NA	NBL, MYCN non-amplified	PATJDG	BS_ETC8R0TD	01
PATJDG_01_Solid Tissue_Primary Tumor	1.7	NA	NA	NBL, MYCN non-amplified	PATJDG	BS_JZFMHGNX	01
PATLBP_01_Solid Tissue_Primary Tumor	14.18	NA	NA	NBL, MYCN non-amplified	PATLBP	BS_38SSRZJ1	01
PATLBP_01_Solid Tissue_Primary Tumor	14.18	NA	NA	NBL, MYCN non-amplified	PATLBP	BS_Y2DSNJ1E	01
PATLSY_01_Solid Tissue_Primary Tumor	3.7	NA	NA	NBL, MYCN amplified	PATLSY	BS_4VKRBRJC	01
PATLSY_01_Solid Tissue_Primary Tumor	3.7	NA	NA	NBL, MYCN amplified	PATLSY	BS_F9ZXCH60	01
PATMDE_01_Solid Tissue_Primary Tumor	2.09	NA	NA	NBL, MYCN amplified	PATMDE	BS_5W25GMQ1	01
PATMDE_01_Solid Tissue_Primary Tumor	2.09	NA	NA	NBL, MYCN amplified	PATMDE	BS_BPXHZ3Y0	01
PATNKP_02_Solid Tissue_Recurrence	35.73	NA	NA	NBL, MYCN amplified	PATNKP	TARGET-30-PATNKP-02A-01D.M	02
PATNKP_02_Solid Tissue_Recurrence	35.73	NA	NA	NBL, MYCN amplified	PATNKP	TARGET-30-PATNKP-02A-01R	02
PATNUK_01_Solid Tissue_Primary Tumor	11.42	NA	NA	NBL, MYCN non-amplified	PATNUK	BS_NK1FJNRG	01
PATNUK_01_Solid Tissue_Primary Tumor	11.42	NA	NA	NBL, MYCN non-amplified	PATNUK	BS_XHSRBERM	01
PATNVA_01_Solid Tissue_Primary Tumor	12.14	NA	NA	NBL, MYCN non-amplified	PATNVA	BS_KYGRX01W	01
PATNVA_01_Solid Tissue_Primary Tumor	12.14	NA	NA	NBL, MYCN non-amplified	PATNVA	BS_S4R97RNZ	01
PATNWM_01_Solid Tissue_Primary Tumor	22.37	NA	NA	NBL, MYCN amplified	PATNWM	BS_HEKMP7BH	01
PATNWM_01_Solid Tissue_Primary Tumor	22.37	NA	NA	NBL, MYCN amplified	PATNWM	BS_R0WH31Q0	01
PATNXJ_01_Solid Tissue_Primary Tumor	28.29	NA	NA	NBL, MYCN amplified	PATNXJ	BS_GAA781GQ	01
PATNXJ_01_Solid Tissue_Primary Tumor	28.29	NA	NA	NBL, MYCN amplified	PATNXJ	BS_MH01GQ2B	01
PATNXK_01_Solid Tissue_Primary Tumor	23.59	NA	NA	NBL, MYCN amplified	PATNXK	BS_6FA0NNF1	01
PATNXK_01_Solid Tissue_Primary Tumor	23.59	NA	NA	NBL, MYCN amplified	PATNXK	BS_S0SM38BZ	01
PATNXK_01_Solid Tissue_Primary Tumor	23.59	NA	NA	NBL, MYCN amplified	PATNXK	TARGET-30-PATNXK-01A-01D	01
PATPPY_01_Solid Tissue_Primary Tumor	20.82	NA	NA	NBL, MYCN amplified	PATPPY	BS_8NQWYZHR	01
PATPPY_01_Solid Tissue_Primary Tumor	20.82	NA	NA	NBL, MYCN amplified	PATPPY	BS_T9KJYH7M	01
PATSIJ_01_Solid Tissue_Primary Tumor	19.48	NA	NA	NBL, MYCN amplified	PATSIJ	BS_DERH44Z2	01
PATSIJ_01_Solid Tissue_Primary Tumor	19.48	NA	NA	NBL, MYCN amplified	PATSIJ	BS_X3AFTRNM	01
PATSNC_01_Solid Tissue_Primary Tumor	8.33	NA	NA	NBL, MYCN amplified	PATSNC	BS_FXG6F3NN	01
PATSNC_01_Solid Tissue_Primary Tumor	8.33	NA	NA	NBL, MYCN amplified	PATSNC	BS_WKC3GR0D	01
PATSTU_01_Solid Tissue_Primary Tumor	4.33	NA	NA	NBL, MYCN amplified	PATSTU	BS_255803B6	01
PATSTU_01_Solid Tissue_Primary Tumor	4.33	NA	NA	NBL, MYCN amplified	PATSTU	BS_3D1XTG0K	01
PATSUL_01_Solid Tissue_Primary Tumor	8.57	NA	NA	NBL, MYCN amplified	PATSUL	BS_ACDQRWMY	01
PATSUL_01_Solid Tissue_Primary Tumor	8.57	NA	NA	NBL, MYCN amplified	PATSUL	BS_MG1N76FY	01
PATUBI_01_Solid Tissue_Primary Tumor	26.85	NA	NA	NBL, MYCN amplified	PATUBI	BS_E359X3QV	01
PATUBI_01_Solid Tissue_Primary Tumor	26.85	NA	NA	NBL, MYCN amplified	PATUBI	BS_E4N511ZX	01
PATUPN_01_Solid Tissue_Primary Tumor	13.36	NA	NA	NBL, MYCN non-amplified	PATUPN	BS_10MQQC5C	01
PATUPN_01_Solid Tissue_Primary Tumor	13.36	NA	NA	NBL, MYCN non-amplified	PATUPN	BS_NNH2A86D	01
PATVHJ_01_Solid Tissue_Primary Tumor	16.33	NA	NA	NBL, MYCN amplified	PATVHJ	BS_8GD69HHF	01
PATVHJ_01_Solid Tissue_Primary Tumor	16.33	NA	NA	NBL, MYCN amplified	PATVHJ	BS_EDGSP4V6	01
PATVKN_01_Solid Tissue_Primary Tumor	11.39	NA	NA	NBL, MYCN non-amplified	PATVKN	BS_6AENZKKA	01
PATVKN_01_Solid Tissue_Primary Tumor	11.39	NA	NA	NBL, MYCN non-amplified	PATVKN	BS_Z36F6GKX	01
PATWIL_01_Solid Tissue_Primary Tumor	19.1	NA	NA	NBL, MYCN amplified	PATWIL	BS_KBXSSXWF	01
PATWIL_01_Solid Tissue_Primary Tumor	19.1	NA	NA	NBL, MYCN amplified	PATWIL	BS_R66Z3ENM	01
PATWIL_01_Solid Tissue_Primary Tumor	19.1	NA	NA	NBL, MYCN amplified	PATWIL	TARGET-30-PATWIL-01A-01D	01
PATWPC_01_Solid Tissue_Primary Tumor	10.85	NA	NA	NBL, MYCN non-amplified	PATWPC	BS_25EXB29C	01
PATWPC_01_Solid Tissue_Primary Tumor	10.85	NA	NA	NBL, MYCN non-amplified	PATWPC	BS_8V59CEJJ	01
PATYIL_01_Solid Tissue_Primary Tumor	561.5	NA	NA	NBL, MYCN amplified	PATYIL	TARGET-30-PATYIL-01A-01D.M	01
PATYIL_01_Solid Tissue_Primary Tumor	561.5	NA	NA	NBL, MYCN amplified	PATYIL	TARGET-30-PATYIL-01A-01R	01
PATYIL_02_Solid Tissue_Recurrence	637.82	NA	NA	NBL, MYCN amplified	PATYIL	TARGET-30-PATYIL-02A-01D.M	02
PATYIL_02_Solid Tissue_Recurrence	637.82	NA	NA	NBL, MYCN amplified	PATYIL	TARGET-30-PATYIL-02A-01R	02
PAUCIK_01_Solid Tissue_Primary Tumor	12.05	NA	NA	NBL, MYCN non-amplified	PAUCIK	BS_FR9R7VFY	01
PAUCIK_01_Solid Tissue_Primary Tumor	12.05	NA	NA	NBL, MYCN non-amplified	PAUCIK	BS_YMWFA93F	01
PAUCNL_01_Solid Tissue_Primary Tumor	22.84	NA	NA	NBL, MYCN amplified	PAUCNL	BS_HEJAPS03	01
PAUCNL_01_Solid Tissue_Primary Tumor	22.84	NA	NA	NBL, MYCN amplified	PAUCNL	BS_KTHF096D	01
PAUCRL_01_Solid Tissue_Primary Tumor	10.42	NA	NA	NBL, MYCN non-amplified	PAUCRL	BS_PGBR1H2A	01
PAUCRL_01_Solid Tissue_Primary Tumor	10.42	NA	NA	NBL, MYCN non-amplified	PAUCRL	BS_SM1QE9FJ	01
PAUCRL_01_Solid Tissue_Primary Tumor	10.42	NA	NA	NBL, MYCN non-amplified	PAUCRL	TARGET-30-PAUCRL-01A-01D	01
PAUDDK_01_Solid Tissue_Primary Tumor	13.43	NA	NA	NBL, MYCN non-amplified	PAUDDK	TARGET-30-PAUDDK-01A-01D.M	01
PAUDDK_01_Solid Tissue_Primary Tumor	13.43	NA	NA	NBL, MYCN non-amplified	PAUDDK	TARGET-30-PAUDDK-01A-01R	01
PAUDDK_02_Solid Tissue_Recurrence	41.56	NA	NA	NBL, MYCN amplified	PAUDDK	TARGET-30-PAUDDK-02A-01D.M	02
PAUDDK_02_Solid Tissue_Recurrence	41.56	NA	NA	NBL, MYCN amplified	PAUDDK	TARGET-30-PAUDDK-02A-01R	02
PAUFHY_01_Solid Tissue_Primary Tumor	1.54	NA	NA	NBL, MYCN non-amplified	PAUFHY	BS_FXDGYFBR	01
PAUFHY_01_Solid Tissue_Primary Tumor	1.54	NA	NA	NBL, MYCN non-amplified	PAUFHY	BS_ZK0GRMB1	01
PAUGVZ_01_Solid Tissue_Primary Tumor	15.43	NA	NA	NBL, MYCN amplified	PAUGVZ	BS_J9EH31NM	01
PAUGVZ_01_Solid Tissue_Primary Tumor	15.43	NA	NA	NBL, MYCN amplified	PAUGVZ	BS_NQN1P6QY	01
PAUGVZ_01_Solid Tissue_Primary Tumor	15.43	NA	NA	NBL, MYCN amplified	PAUGVZ	TARGET-30-PAUGVZ-01A-01D	01
PAUHXD_01_Solid Tissue_Primary Tumor	22.9	NA	NA	NBL, MYCN amplified	PAUHXD	BS_NV9ZB445	01
PAUHXD_01_Solid Tissue_Primary Tumor	22.9	NA	NA	NBL, MYCN amplified	PAUHXD	BS_VV8GRGZ6	01
PAUIRD_01_Solid Tissue_Primary Tumor	27.44	NA	NA	NBL, MYCN amplified	PAUIRD	BS_02X4QTNE	01
PAUIRD_01_Solid Tissue_Primary Tumor	27.44	NA	NA	NBL, MYCN amplified	PAUIRD	BS_20HSXMYQ	01
PAUJTY_01_Solid Tissue_Primary Tumor	14.62	NA	NA	NBL, MYCN non-amplified	PAUJTY	BS_5DXK26YF	01
PAUJTY_01_Solid Tissue_Primary Tumor	14.62	NA	NA	NBL, MYCN non-amplified	PAUJTY	BS_X3F8NMS4	01
PAUJTY_01_Solid Tissue_Primary Tumor	14.62	NA	NA	NBL, MYCN non-amplified	PAUJTY	TARGET-30-PAUJTY-01A-01D	01
PAUKYI_01_Solid Tissue_Primary Tumor	1.68	NA	NA	NBL, MYCN non-amplified	PAUKYI	BS_63ACHY8K	01
PAUKYI_01_Solid Tissue_Primary Tumor	1.68	NA	NA	NBL, MYCN non-amplified	PAUKYI	BS_NV00B2Y5	01
PAULMT_01_Solid Tissue_Primary Tumor	13.26	NA	NA	NBL, MYCN non-amplified	PAULMT	BS_K59AGJKW	01
PAULMT_01_Solid Tissue_Primary Tumor	13.26	NA	NA	NBL, MYCN non-amplified	PAULMT	BS_YV3MJ2BD	01
PAULMT_01_Solid Tissue_Primary Tumor	13.26	NA	NA	NBL, MYCN non-amplified	PAULMT	TARGET-30-PAULMT-01A-01D	01
PAUNTY_01_Solid Tissue_Primary Tumor	312.62	NA	NA	NBL, MYCN amplified	PAUNTY	BS_9BZBCZHK	01
PAUNTY_01_Solid Tissue_Primary Tumor	312.62	NA	NA	NBL, MYCN amplified	PAUNTY	BS_VNKT3ZZS	01
PAUNTY_01_Solid Tissue_Primary Tumor	312.62	NA	NA	NBL, MYCN amplified	PAUNTY	TARGET-30-PAUNTY-01A-01D	01
PAUNZM_01_Solid Tissue_Primary Tumor	26.7	3	gain	NBL, MYCN amplified	PAUNZM	BS_E9YW2KHS	01
PAUNZM_01_Solid Tissue_Primary Tumor	26.7	3	gain	NBL, MYCN amplified	PAUNZM	BS_VR7XMQZ3	01
PAUPMU_01_Solid Tissue_Primary Tumor	3.07	NA	NA	NBL, MYCN amplified	PAUPMU	BS_5QFRPR61	01
PAUPMU_01_Solid Tissue_Primary Tumor	3.07	NA	NA	NBL, MYCN amplified	PAUPMU	BS_FC37XAZK	01
PAUPNR_01_Solid Tissue_Primary Tumor	21.78	NA	NA	NBL, MYCN amplified	PAUPNR	BS_2ABKFT99	01
PAUPNR_01_Solid Tissue_Primary Tumor	21.78	NA	NA	NBL, MYCN amplified	PAUPNR	BS_QCDCAX7G	01
PAURJG_01_Solid Tissue_Primary Tumor	25.32	NA	NA	NBL, MYCN amplified	PAURJG	BS_KF4AR0FG	01
PAURJG_01_Solid Tissue_Primary Tumor	25.32	NA	NA	NBL, MYCN amplified	PAURJG	BS_MMBWD5VD	01
PAUSJB_01_Solid Tissue_Primary Tumor	8.68	NA	NA	NBL, MYCN amplified	PAUSJB	BS_BJCTR4C8	01
PAUSJB_01_Solid Tissue_Primary Tumor	8.68	NA	NA	NBL, MYCN amplified	PAUSJB	BS_GB1XPW06	01
PAUSJB_01_Solid Tissue_Primary Tumor	8.68	NA	NA	NBL, MYCN amplified	PAUSJB	TARGET-30-PAUSJB-01A-01D	01
PAUUTW_01_Solid Tissue_Primary Tumor	25.81	NA	NA	NBL, MYCN amplified	PAUUTW	BS_H9BW7Y9C	01
PAUUWG_01_Solid Tissue_Primary Tumor	0.83	NA	NA	NBL, MYCN non-amplified	PAUUWG	BS_5CR48ZM7	01
PAUUWG_01_Solid Tissue_Primary Tumor	0.83	NA	NA	NBL, MYCN non-amplified	PAUUWG	BS_TGDZ491N	01
PAUVML_01_Solid Tissue_Primary Tumor	3.96	NA	NA	NBL, MYCN amplified	PAUVML	BS_591ZWG14	01
PAUVML_01_Solid Tissue_Primary Tumor	3.96	NA	NA	NBL, MYCN amplified	PAUVML	BS_VE90VKZY	01
PAUVPT_01_Solid Tissue_Primary Tumor	9.42	NA	NA	NBL, MYCN amplified	PAUVPT	BS_M7D3Q30Z	01
PAUVPT_01_Solid Tissue_Primary Tumor	9.42	NA	NA	NBL, MYCN amplified	PAUVPT	BS_XME1VS17	01
PAUWHB_01_Solid Tissue_Primary Tumor	11.54	NA	NA	NBL, MYCN non-amplified	PAUWHB	BS_NC4PWRVP	01
PAUWHB_01_Solid Tissue_Primary Tumor	11.54	NA	NA	NBL, MYCN non-amplified	PAUWHB	BS_ZPXVVM8K	01
PAUXGR_01_Solid Tissue_Primary Tumor	6.93	NA	NA	NBL, MYCN amplified	PAUXGR	BS_8MJNDM75	01
PAUXGR_01_Solid Tissue_Primary Tumor	6.93	NA	NA	NBL, MYCN amplified	PAUXGR	BS_MBNSCVMH	01
PAUYFR_01_Solid Tissue_Primary Tumor	11.97	NA	NA	NBL, MYCN non-amplified	PAUYFR	BS_5Y98E084	01
PAUYFR_01_Solid Tissue_Primary Tumor	11.97	NA	NA	NBL, MYCN non-amplified	PAUYFR	BS_BVAVPKKN	01
PAVALS_01_Solid Tissue_Primary Tumor	30.63	NA	NA	NBL, MYCN amplified	PAVALS	BS_H0MVFRCE	01
PAVALS_01_Solid Tissue_Primary Tumor	30.63	NA	NA	NBL, MYCN amplified	PAVALS	BS_NZDEF29S	01
PAVALS_01_Solid Tissue_Primary Tumor	30.63	NA	NA	NBL, MYCN amplified	PAVALS	TARGET-30-PAVALS-01A-01D	01
PAVBLZ_01_Solid Tissue_Primary Tumor	26.37	NA	NA	NBL, MYCN amplified	PAVBLZ	BS_8EG9GQZS	01
PAVBLZ_01_Solid Tissue_Primary Tumor	26.37	NA	NA	NBL, MYCN amplified	PAVBLZ	BS_PNF2SHN9	01
PAVDFW_01_Solid Tissue_Primary Tumor	0.51	NA	NA	NBL, MYCN non-amplified	PAVDFW	BS_B2BWSTJV	01
PAVDFW_01_Solid Tissue_Primary Tumor	0.51	NA	NA	NBL, MYCN non-amplified	PAVDFW	BS_Y3KBY0FY	01
PAVFNX_01_Solid Tissue_Primary Tumor	28.13	NA	NA	NBL, MYCN amplified	PAVFNX	BS_FJAQ3KAX	01
PAVFNX_01_Solid Tissue_Primary Tumor	28.13	NA	NA	NBL, MYCN amplified	PAVFNX	BS_J6FPW4H0	01
PAVHEU_01_Solid Tissue_Primary Tumor	6.12	NA	NA	NBL, MYCN amplified	PAVHEU	BS_KV05J5BX	01
PAVHEU_01_Solid Tissue_Primary Tumor	6.12	NA	NA	NBL, MYCN amplified	PAVHEU	BS_X8H38ZNB	01
PAVHGP_01_Solid Tissue_Primary Tumor	22.71	NA	NA	NBL, MYCN amplified	PAVHGP	BS_6DXDS5EE	01
PAVHGP_01_Solid Tissue_Primary Tumor	22.71	NA	NA	NBL, MYCN amplified	PAVHGP	BS_MW0JYGG1	01
PAVHWG_01_Solid Tissue_Primary Tumor	17.78	NA	NA	NBL, MYCN amplified	PAVHWG	BS_0T5A16N2	01
PAVHWG_01_Solid Tissue_Primary Tumor	17.78	NA	NA	NBL, MYCN amplified	PAVHWG	BS_KHW6ASK4	01
PAVIAZ_01_Solid Tissue_Primary Tumor	1.41	NA	NA	NBL, MYCN non-amplified	PAVIAZ	BS_4GHFYCWZ	01
PAVIAZ_01_Solid Tissue_Primary Tumor	1.41	NA	NA	NBL, MYCN non-amplified	PAVIAZ	BS_QM9CBE54	01
PAVJEG_01_Solid Tissue_Primary Tumor	5.13	NA	NA	NBL, MYCN amplified	PAVJEG	BS_70H191SN	01
PAVJEG_01_Solid Tissue_Primary Tumor	5.13	NA	NA	NBL, MYCN amplified	PAVJEG	BS_S8Q6R8MX	01
PAVJEV_01_Solid Tissue_Primary Tumor	14.22	NA	NA	NBL, MYCN non-amplified	PAVJEV	BS_HBMHZEGZ	01
PAVJEV_01_Solid Tissue_Primary Tumor	14.22	NA	NA	NBL, MYCN non-amplified	PAVJEV	BS_WBTZK7A2	01
PAVKRF_01_Solid Tissue_Primary Tumor	12.8	NA	NA	NBL, MYCN non-amplified	PAVKRF	BS_95PV1RRY	01
PAVKRF_01_Solid Tissue_Primary Tumor	12.8	NA	NA	NBL, MYCN non-amplified	PAVKRF	BS_SZ3EJPGV	01
PAVKZC_01_Solid Tissue_Primary Tumor	1.65	NA	NA	NBL, MYCN non-amplified	PAVKZC	BS_5Y7PNW71	01
PAVKZC_01_Solid Tissue_Primary Tumor	1.65	NA	NA	NBL, MYCN non-amplified	PAVKZC	BS_QWX24M4X	01
PAVLFB_01_Solid Tissue_Primary Tumor	48.11	NA	NA	NBL, MYCN amplified	PAVLFB	BS_P5VHEN5Q	01
PAVLFB_01_Solid Tissue_Primary Tumor	48.11	NA	NA	NBL, MYCN amplified	PAVLFB	BS_R232Y3SW	01
PAVMHB_01_Solid Tissue_Primary Tumor	1.03	NA	NA	NBL, MYCN non-amplified	PAVMHB	BS_YG0W2BBN	01
PAVNLK_01_Solid Tissue_Primary Tumor	27.75	NA	NA	NBL, MYCN amplified	PAVNLK	BS_135GYQQD	01
PAVNLK_01_Solid Tissue_Primary Tumor	27.75	NA	NA	NBL, MYCN amplified	PAVNLK	BS_87J6X9KJ	01
PPTC_P0061_CHLA-79_Patient Derived Xenograft_Progressive	62.14	NA	NA	NBL, MYCN amplified	PPTC_P0061	PPTC_VID4Q7JK	CHLA-79
PPTC_P0062_COG-N-415x_Patient Derived Xenograft_Progressive	2349.81	NA	NA	NBL, MYCN amplified	PPTC_P0062	PPTC_ATC9QVCW	COG-N-415x
PPTC_P0063_COG-N-421x_Patient Derived Xenograft_Relapse	865.82	NA	NA	NBL, MYCN amplified	PPTC_P0063	PPTC_LOUMEHPY	COG-N-421x
PPTC_P0064_COG-N-424x_Patient Derived Xenograft_Primary Tumor	1095.29	NA	NA	NBL, MYCN non-amplified	PPTC_P0064	PPTC_WESCL9QP	COG-N-424x
PPTC_P0065_COG-N-426x-Felix-PDX_Patient Derived Xenograft_Relapse	65.22	NA	NA	NBL, MYCN amplified	PPTC_P0065	PPTC_AZ37GWMQ	COG-N-426x-Felix-PDX
PPTC_P0066_COG-N-440x_Patient Derived Xenograft_Relapse	1245.53	NA	NA	NBL, MYCN non-amplified	PPTC_P0066	PPTC_Z83IPQ2P	COG-N-440x
PPTC_P0067_COG-N-452x_Patient Derived Xenograft_Relapse	1063.69	NA	NA	NBL, MYCN non-amplified	PPTC_P0067	PPTC_OKKFERDA	COG-N-452x
PPTC_P0067_COG-N-453x_Patient Derived Xenograft_Relapse	707	NA	NA	NBL, MYCN amplified	PPTC_P0067	PPTC_HSR1JTCY	COG-N-453x
PPTC_P0068_COG-N-471x_Patient Derived Xenograft_Relapse	1119.62	NA	NA	NBL, MYCN non-amplified	PPTC_P0068	PPTC_NEVTLBQX	COG-N-471x
PPTC_P0069_COG-N-480x_Patient Derived Xenograft_Primary Tumor	2223.08	NA	NA	NBL, MYCN amplified	PPTC_P0069	PPTC_AMXOJX4R	COG-N-480x
PPTC_P0070_COG-N-496x_Patient Derived Xenograft_Primary Tumor	653.37	NA	NA	NBL, MYCN amplified	PPTC_P0070	PPTC_PROQBSZV	COG-N-496x
PPTC_P0071_COG-N-519x_Patient Derived Xenograft_Relapse	2502.45	NA	NA	NBL, MYCN amplified	PPTC_P0071	PPTC_UKKD06QF	COG-N-519x
PPTC_P0072_COG-N-549x_Patient Derived Xenograft_Progressive	47.69	NA	NA	NBL, MYCN amplified	PPTC_P0072	PPTC_LQ6Y7A1M	COG-N-549x
PPTC_P0073_COG-N-557x_Patient Derived Xenograft_Primary Tumor	2177.22	NA	NA	NBL, MYCN amplified	PPTC_P0073	PPTC_54DHIOQ8	COG-N-557x
PPTC_P0074_COG-N-560x_Patient Derived Xenograft_Primary Tumor	1305.88	NA	NA	NBL, MYCN non-amplified	PPTC_P0074	PPTC_8IVKZKFF	COG-N-560x
PPTC_P0075_COG-N-561x_Patient Derived Xenograft_Relapse	1797.29	NA	NA	NBL, MYCN amplified	PPTC_P0075	PPTC_SL7X6FA8	COG-N-561x
PPTC_P0076_COG-N-564x_Patient Derived Xenograft_Relapse	723.45	NA	NA	NBL, MYCN amplified	PPTC_P0076	PPTC_PA8ZOTZO	COG-N-564x
PPTC_P0077_COG-N-589x_Patient Derived Xenograft_Primary Tumor	41.95	NA	NA	NBL, MYCN amplified	PPTC_P0077	PPTC_QNLYDL7E	COG-N-589x
PPTC_P0078_COG-N-590x_Patient Derived Xenograft_Primary Tumor	314.31	NA	NA	NBL, MYCN amplified	PPTC_P0078	PPTC_TPFVVATE	COG-N-590x
PPTC_P0079_COG-N-603x_Patient Derived Xenograft_Primary Tumor	425.85	NA	NA	NBL, MYCN amplified	PPTC_P0079	PPTC_ZVWIYKN9	COG-N-603x
PPTC_P0079_COG-N-623x_Patient Derived Xenograft_Progressive	717.56	NA	NA	NBL, MYCN amplified	PPTC_P0079	PPTC_9LVWBU8B	COG-N-623x
PPTC_P0080_COG-N-619x_Patient Derived Xenograft_Progressive	13.7	NA	NA	NBL, MYCN non-amplified	PPTC_P0080	PPTC_XI4JM8IG	COG-N-619x
PPTC_P0081_COG-N-620x_Patient Derived Xenograft_Progressive	51.23	NA	NA	NBL, MYCN amplified	PPTC_P0081	PPTC_OPN43SQN	COG-N-620x
PPTC_P0082_COG-N-624x_Patient Derived Xenograft_Progressive	23.32	NA	NA	NBL, MYCN amplified	PPTC_P0082	PPTC_HDGGBVIL	COG-N-624x
PPTC_P0083_COG-N-625x_Patient Derived Xenograft_Progressive	48.55	NA	NA	NBL, MYCN amplified	PPTC_P0083	PPTC_AVD76PB4	COG-N-625x
PPTC_P0165_NB-1382_Patient Derived Xenograft_Progressive	1241.53	NA	NA	NBL, MYCN non-amplified	PPTC_P0165	PPTC_IW87M9YQ	NB-1382
PPTC_P0166_NB-1643_Patient Derived Xenograft_Primary Tumor	1610.93	NA	NA	NBL, MYCN amplified	PPTC_P0166	PPTC_5YRNDC30	NB-1643
PPTC_P0167_NB-1691_Patient Derived Xenograft_Progressive	734.7	NA	NA	NBL, MYCN amplified	PPTC_P0167	PPTC_ZFRSXHVQ	NB-1691
PPTC_P0168_NB-1771_Patient Derived Xenograft_Primary Tumor	2285.16	NA	NA	NBL, MYCN amplified	PPTC_P0168	PPTC_AWZ9HDXM	NB-1771
PPTC_P0169_NB-EBc1_Patient Derived Xenograft_Progressive	65.36	NA	NA	NBL, MYCN amplified	PPTC_P0169	PPTC_0OCOQKP9	NB-EBc1
PPTC_P0170_NB-Fly-623m_Patient Derived Xenograft_Relapse	61.14	NA	NA	NBL, MYCN amplified	PPTC_P0170	PPTC_WB6OSRXV	NB-Fly-623m
PPTC_P0171_NB-SD_Patient Derived Xenograft_Progressive	1168.36	NA	NA	NBL, MYCN non-amplified	PPTC_P0171	PPTC_KB5T2UVM	NB-SD
PPTC_P0181_NCH-NB-1_Patient Derived Xenograft_Primary Tumor	38.85	NA	NA	NBL, MYCN amplified	PPTC_P0181	PPTC_WS87CENR	NCH-NB-1
PT_5SX0GRW1_7316-1927_Solid Tissue_Deceased	11.88	4	gain	NBL, MYCN non-amplified	PT_5SX0GRW1	BS_1RT76ANT	7316-1927
PT_5SX0GRW1_7316-1927_Solid Tissue_Deceased	11.88	4	gain	NBL, MYCN non-amplified	PT_5SX0GRW1	BS_KP0YNTAK	7316-1927
PT_5SX0GRW1_7316-1927_Solid Tissue_Deceased	11.88	4	gain	NBL, MYCN non-amplified	PT_5SX0GRW1	BS_Z9WJ6WW1	7316-1927
PT_9F58PWB3_7316-3960_Solid Tissue_Progressive	179.59	26	amplification	NBL, MYCN amplified	PT_9F58PWB3	BS_1D9VXFXY	7316-3960
PT_9F58PWB3_7316-3960_Solid Tissue_Progressive	179.59	26	amplification	NBL, MYCN amplified	PT_9F58PWB3	BS_YC4RWPH3	7316-3960
PT_9F58PWB3_7316-3960_Solid Tissue_Progressive	179.59	26	amplification	NBL, MYCN amplified	PT_9F58PWB3	BS_ZJGXGR1V	7316-3960
PT_DFCZAG9T_7316-224_Solid Tissue_Initial CNS Tumor	93.25	100	amplification	NBL, MYCN amplified	PT_DFCZAG9T	BS_4NPEMNAD	7316-224
PT_DFCZAG9T_7316-224_Solid Tissue_Initial CNS Tumor	93.25	100	amplification	NBL, MYCN amplified	PT_DFCZAG9T	BS_DY88N5ZT	7316-224
PT_DFCZAG9T_7316-224_Solid Tissue_Initial CNS Tumor	93.25	100	amplification	NBL, MYCN amplified	PT_DFCZAG9T	BS_H1DTKG7W	7316-224
PT_EB0D3BXG_7316-3311_Solid Tissue_Progressive	7.83	NA	NA	NBL, MYCN amplified	PT_EB0D3BXG	BS_F0GNWEJJ	7316-3311
PT_EB0D3BXG_7316-3311_Solid Tissue_Progressive	7.83	NA	NA	NBL, MYCN amplified	PT_EB0D3BXG	BS_VNWKNRY4	7316-3311
PT_EB0D3BXG_7316-3311_Solid Tissue_Progressive	7.83	NA	NA	NBL, MYCN amplified	PT_EB0D3BXG	BS_W808K35Z	7316-3311
PT_FZHGKJ0H_7316-4033_Solid Tissue_Initial CNS Tumor	0.02	NA	NA	NBL, MYCN non-amplified	PT_FZHGKJ0H	BS_0H08N9RR	7316-4033
PT_FZHGKJ0H_7316-4033_Solid Tissue_Initial CNS Tumor	0.02	NA	NA	NBL, MYCN non-amplified	PT_FZHGKJ0H	BS_JBGZ7HHZ	7316-4033
PT_FZHGKJ0H_7316-4033_Solid Tissue_Initial CNS Tumor	0.02	NA	NA	NBL, MYCN non-amplified	PT_FZHGKJ0H	BS_NHMPQ8Q1	7316-4033
