match_id	MYCN_TPM	MYCN_CN	MYCN_CN_status	molecular_subtype	Kids_First_Participant_ID	Kids_First_Biospecimen_ID	sample_id
PARVIH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVIH	TARGET-30-PARVIH-01A-01D	01
PARVLK_01_Solid Tissue_Primary Tumor	11.15	2	loss	NBL, MYCN non-amplified	PARVLK	TARGET-30-PARVLK-01A-01D	01
PARVLK_01_Solid Tissue_Primary Tumor	11.15	2	loss	NBL, MYCN non-amplified	PARVLK	TARGET-30-PARVLK-01A-01D.M	01
PARVLK_01_Solid Tissue_Primary Tumor	11.15	2	loss	NBL, MYCN non-amplified	PARVLK	TARGET-30-PARVLK-01A-01R	01
PARVME_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVME	TARGET-30-PARVME-01A-01D.M	01
PARVMU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVMU	TARGET-30-PARVMU-01A-01D	01
PARVNT_01_Solid Tissue_Primary Tumor	NA	6	amplification	NBL, MYCN amplified	PARVNT	TARGET-30-PARVNT-01A-01D	01
PARVPD_01_Solid Tissue_Primary Tumor	12.89	3	gain	NBL, MYCN non-amplified	PARVPD	BS_NPVE58AT	01
PARVPD_01_Solid Tissue_Primary Tumor	12.89	3	gain	NBL, MYCN non-amplified	PARVPD	BS_Z862V8M7	01
PARVVM_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVVM	TARGET-30-PARVVM-09A-01D	09
PARVWL_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVWL	TARGET-30-PARVWL-01A-01D	01
PARVZT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVZT	BS_8FYZMP93	01
PARVZT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARVZT	TARGET-30-PARVZT-01A-01D	01
PARWAM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARWAM	TARGET-30-PARWAM-01A-01D	01
PARWBC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARWBC	TARGET-30-PARWBC-01A-01D	01
PARWEH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARWEH	TARGET-30-PARWEH-01A-01D	01
PARWEV_01_Solid Tissue_Primary Tumor	33.86	NA	NA	NBL, MYCN amplified	PARWEV	BS_C8T56CWR	01
PARWEV_01_Solid Tissue_Primary Tumor	33.86	NA	NA	NBL, MYCN amplified	PARWEV	BS_DBXCETW2	01
PARWEV_01_Solid Tissue_Primary Tumor	33.86	NA	NA	NBL, MYCN amplified	PARWEV	TARGET-30-PARWEV-01A-01D	01
PARWTY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARWTY	TARGET-30-PARWTY-01A-01D	01
PARXAX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXAX	TARGET-30-PARXAX-01A-01D	01
PARXDW_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PARXDW	BS_75HW641M	01
PARXLL_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXLL	TARGET-30-PARXLL-01A-01D	01
PARXLM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXLM	TARGET-30-PARXLM-01A-01D.M	01
PARXLN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXLN	TARGET-30-PARXLN-01A-01D	01
PARXMH_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXMH	TARGET-30-PARXMH-01A-01D	01
PARXMM_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXMM	TARGET-30-PARXMM-01A-01D	01
PARXPD_01_Solid Tissue_Primary Tumor	24.86	NA	loss	NBL, MYCN non-amplified	PARXPD	BS_29DZNQYC	01
PARXPD_01_Solid Tissue_Primary Tumor	24.86	NA	loss	NBL, MYCN non-amplified	PARXPD	BS_3N0ZS3G3	01
PARXPD_01_Solid Tissue_Primary Tumor	24.86	NA	loss	NBL, MYCN non-amplified	PARXPD	TARGET-30-PARXPD-01A-01D	01
PARXVA_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXVA	TARGET-30-PARXVA-01A-01D	01
PARXXC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXXC	TARGET-30-PARXXC-01A-01D	01
PARXZA_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARXZA	TARGET-30-PARXZA-01A-01D	01
PARYAG_01_Solid Tissue_Primary Tumor	1.84	NA	NA	NBL, MYCN non-amplified	PARYAG	BS_29MQMSCM	01
PARYAG_01_Solid Tissue_Primary Tumor	1.84	NA	NA	NBL, MYCN non-amplified	PARYAG	BS_YZJ5YQ12	01
PARYEH_01_Solid Tissue_Primary Tumor	22.31	NA	loss	NBL, MYCN non-amplified	PARYEH	BS_1G5N5R8S	01
PARYEH_01_Solid Tissue_Primary Tumor	22.31	NA	loss	NBL, MYCN non-amplified	PARYEH	BS_2Y28PRQC	01
PARYEH_01_Solid Tissue_Primary Tumor	22.31	NA	loss	NBL, MYCN non-amplified	PARYEH	TARGET-30-PARYEH-01A-01D	01
PARYNK_01_Solid Tissue_Primary Tumor	5.63	2	neutral	NBL, MYCN non-amplified	PARYNK	TARGET-30-PARYNK-01A-01D	01
PARYNK_01_Solid Tissue_Primary Tumor	5.63	2	neutral	NBL, MYCN non-amplified	PARYNK	TARGET-30-PARYNK-01A-01D.M	01
PARYNK_01_Solid Tissue_Primary Tumor	5.63	2	neutral	NBL, MYCN non-amplified	PARYNK	TARGET-30-PARYNK-01A-01R	01
PARYRJ_01_Solid Tissue_Primary Tumor	26.4	NA	NA	NBL, MYCN amplified	PARYRJ	BS_92YFTG9R	01
PARYRJ_01_Solid Tissue_Primary Tumor	26.4	NA	NA	NBL, MYCN amplified	PARYRJ	BS_JY850J9G	01
PARYRJ_01_Solid Tissue_Primary Tumor	26.4	NA	NA	NBL, MYCN amplified	PARYRJ	TARGET-30-PARYRJ-01A-01D	01
PARYSR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARYSR	TARGET-30-PARYSR-01A-01D	01
PARYUK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARYUK	TARGET-30-PARYUK-01A-01D	01
PARYVD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARYVD	TARGET-30-PARYVD-01A-01D	01
PARYWX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARYWX	TARGET-30-PARYWX-01A-01D	01
PARYXW_01_Solid Tissue_Primary Tumor	NA	5	amplification	NBL, MYCN amplified	PARYXW	TARGET-30-PARYXW-01A-01D	01
PARZBH_01_Solid Tissue_Primary Tumor	22.7	NA	NA	NBL, MYCN amplified	PARZBH	BS_BG0ZDND2	01
PARZBH_01_Solid Tissue_Primary Tumor	22.7	NA	NA	NBL, MYCN amplified	PARZBH	BS_F6MNG2S0	01
PARZBH_01_Solid Tissue_Primary Tumor	22.7	NA	NA	NBL, MYCN amplified	PARZBH	TARGET-30-PARZBH-01A-01D	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	BS_1G3QX306	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	BS_FHNTKFVJ	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	TARGET-30-PARZCJ-01A-01D.M	01
PARZCJ_01_Solid Tissue_Primary Tumor	22.125	NA	NA	NBL, MYCN amplified	PARZCJ	TARGET-30-PARZCJ-01A-01R	01
PARZHA_01_Solid Tissue_Primary Tumor	68.06	NA	NA	NBL, MYCN amplified	PARZHA	TARGET-30-PARZHA-01A-01D.M	01
PARZHA_01_Solid Tissue_Primary Tumor	68.06	NA	NA	NBL, MYCN amplified	PARZHA	TARGET-30-PARZHA-01A-01R	01
PARZIP_01_Solid Tissue_Primary Tumor	53.23	3	loss	NBL, MYCN non-amplified	PARZIP	TARGET-30-PARZIP-01A-01D	01
PARZIP_01_Solid Tissue_Primary Tumor	53.23	3	loss	NBL, MYCN non-amplified	PARZIP	TARGET-30-PARZIP-01A-01D.M	01
PARZIP_01_Solid Tissue_Primary Tumor	53.23	3	loss	NBL, MYCN non-amplified	PARZIP	TARGET-30-PARZIP-01A-01R	01
PARZKK_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PARZKK	TARGET-30-PARZKK-09A-01D	09
PARZMY_06_Solid Tissue_Metastatic	NA	84	amplification	NBL, MYCN amplified	PARZMY	TARGET-30-PARZMY-06A-01D	06
PARZNV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARZNV	TARGET-30-PARZNV-01A-01D	01
PARZZC_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARZZC	TARGET-30-PARZZC-01A-01D	01
PARZZD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PARZZD	TARGET-30-PARZZD-01A-01D	01
PASAAB_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASAAB	TARGET-30-PASAAB-01A-01D	01
PASAAN_01_Solid Tissue_Primary Tumor	NA	2	neutral	NBL, MYCN non-amplified	PASAAN	TARGET-30-PASAAN-01A-01D	01
PASAEJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASAEJ	BS_AZ6KVKC4	01
PASAFG_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASAFG	TARGET-30-PASAFG-01A-01D	01
PASAGA_01_Solid Tissue_Primary Tumor	11.82	NA	NA	NBL, MYCN non-amplified	PASAGA	BS_7MXT22QP	01
PASAGA_01_Solid Tissue_Primary Tumor	11.82	NA	NA	NBL, MYCN non-amplified	PASAGA	BS_9R8GFR36	01
PASAHC_01_Solid Tissue_Primary Tumor	20.59	NA	NA	NBL, MYCN amplified	PASAHC	BS_AFRGW493	01
PASAHC_01_Solid Tissue_Primary Tumor	20.59	NA	NA	NBL, MYCN amplified	PASAHC	BS_Z2G9EG1X	01
PASAHC_01_Solid Tissue_Primary Tumor	20.59	NA	NA	NBL, MYCN amplified	PASAHC	TARGET-30-PASAHC-01A-01D	01
PASAJU_01_Solid Tissue_Primary Tumor	NA	2	neutral	NBL, MYCN non-amplified	PASAJU	TARGET-30-PASAJU-01A-01D	01
PASAJY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASAJY	TARGET-30-PASAJY-01A-01D	01
PASALE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASALE	TARGET-30-PASALE-01A-01D	01
PASANE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASANE	TARGET-30-PASANE-01A-01D	01
PASATF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASATF	TARGET-30-PASATF-01A-01D	01
PASATK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASATK	TARGET-30-PASATK-01A-01D.M	01
PASAVJ_01_Solid Tissue_Primary Tumor	21.16	NA	NA	NBL, MYCN amplified	PASAVJ	BS_28ZRHXX8	01
PASAVJ_01_Solid Tissue_Primary Tumor	21.16	NA	NA	NBL, MYCN amplified	PASAVJ	BS_J3707KE2	01
PASAVJ_01_Solid Tissue_Primary Tumor	21.16	NA	NA	NBL, MYCN amplified	PASAVJ	TARGET-30-PASAVJ-01A-01D	01
PASAZJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASAZJ	TARGET-30-PASAZJ-01A-01D.M	01
PASAZZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASAZZ	TARGET-30-PASAZZ-01A-01D	01
PASBDN_01_Solid Tissue_Primary Tumor	31.15	NA	gain	NBL, MYCN non-amplified	PASBDN	BS_15ED4VDX	01
PASBDN_01_Solid Tissue_Primary Tumor	31.15	NA	gain	NBL, MYCN non-amplified	PASBDN	BS_JGVTE14P	01
PASBDN_01_Solid Tissue_Primary Tumor	31.15	NA	gain	NBL, MYCN non-amplified	PASBDN	TARGET-30-PASBDN-01A-01D	01
PASBEN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBEN	TARGET-30-PASBEN-01A-01D.M	01
PASBGV_01_Solid Tissue_Primary Tumor	NA	2	neutral	NBL, MYCN non-amplified	PASBGV	TARGET-30-PASBGV-01A-01D	01
PASBHS_01_Solid Tissue_Primary Tumor	23.15	3	gain	NBL, MYCN non-amplified	PASBHS	BS_EF8F5GH8	01
PASBHS_01_Solid Tissue_Primary Tumor	23.15	3	gain	NBL, MYCN non-amplified	PASBHS	BS_SSHQFYA8	01
PASBJY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBJY	TARGET-30-PASBJY-01A-01D	01
PASBKP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBKP	TARGET-30-PASBKP-01A-01D	01
PASBMW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBMW	TARGET-30-PASBMW-01A-01D	01
PASBPN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBPN	BS_5PEA35TB	01
PASBPN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBPN	TARGET-30-PASBPN-01A-01D	01
PASBYW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBYW	TARGET-30-PASBYW-01A-01D	01
PASBZV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASBZV	TARGET-30-PASBZV-01A-01D	01
PASCDX_01_Solid Tissue_Primary Tumor	181.39	164	amplification	NBL, MYCN amplified	PASCDX	BS_97SKFHM4	01
PASCDX_01_Solid Tissue_Primary Tumor	181.39	164	amplification	NBL, MYCN amplified	PASCDX	BS_SYSZCYYZ	01
PASCDX_01_Solid Tissue_Primary Tumor	181.39	164	amplification	NBL, MYCN amplified	PASCDX	TARGET-30-PASCDX-01A-01D	01
PASCEW_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCEW	TARGET-30-PASCEW-09A-01D	09
PASCFA_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCFA	TARGET-30-PASCFA-01A-01D	01
PASCFC_01_Solid Tissue_Primary Tumor	54.22	NA	NA	NBL, MYCN amplified	PASCFC	TARGET-30-PASCFC-01A-01D.M	01
PASCFC_01_Solid Tissue_Primary Tumor	54.22	NA	NA	NBL, MYCN amplified	PASCFC	TARGET-30-PASCFC-01A-01R	01
PASCFD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCFD	TARGET-30-PASCFD-01A-01D	01
PASCGM_01_Solid Tissue_Primary Tumor	5.56	3	neutral	NBL, MYCN non-amplified	PASCGM	BS_HYX0M8VM	01
PASCGM_01_Solid Tissue_Primary Tumor	5.56	3	neutral	NBL, MYCN non-amplified	PASCGM	BS_REGK1PS6	01
PASCIX_09_Bone Marrow_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCIX	TARGET-30-PASCIX-09A-01D	09
PASCJJ_01_Solid Tissue_Primary Tumor	NA	3	neutral	NBL, MYCN non-amplified	PASCJJ	TARGET-30-PASCJJ-01A-01D	01
PASCKI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCKI	TARGET-30-PASCKI-01A-01D.M	01
PASCLP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCLP	TARGET-30-PASCLP-01A-01D.M	01
PASCRK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCRK	TARGET-30-PASCRK-01A-01D	01
PASCTR_01_Solid Tissue_Primary Tumor	38.9	NA	NA	NBL, MYCN amplified	PASCTR	TARGET-30-PASCTR-01A-01D.M	01
PASCTR_01_Solid Tissue_Primary Tumor	38.9	NA	NA	NBL, MYCN amplified	PASCTR	TARGET-30-PASCTR-01A-01R	01
PASCUF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCUF	TARGET-30-PASCUF-01A-01D.M	01
PASCWD_01_Solid Tissue_Primary Tumor	310.39	NA	amplification	NBL, MYCN amplified	PASCWD	BS_DWYR5CTE	01
PASCWD_01_Solid Tissue_Primary Tumor	310.39	NA	amplification	NBL, MYCN amplified	PASCWD	BS_W5X4568N	01
PASCWD_01_Solid Tissue_Primary Tumor	310.39	NA	amplification	NBL, MYCN amplified	PASCWD	TARGET-30-PASCWD-01A-01D	01
PASCZY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASCZY	TARGET-30-PASCZY-01A-01D	01
PASDDP_01_Solid Tissue_Primary Tumor	19.57	NA	loss	NBL, MYCN non-amplified	PASDDP	BS_MAJ800Q0	01
PASDDP_01_Solid Tissue_Primary Tumor	19.57	NA	loss	NBL, MYCN non-amplified	PASDDP	BS_XA3KEKC6	01
PASDDP_01_Solid Tissue_Primary Tumor	19.57	NA	loss	NBL, MYCN non-amplified	PASDDP	TARGET-30-PASDDP-01A-01D	01
PASDNT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASDNT	BS_H18ZNTNR	01
PASDPN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASDPN	BS_W05MC7QG	01
PASDRV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASDRV	TARGET-30-PASDRV-01A-01D	01
PASDYT_01_Solid Tissue_Primary Tumor	17.46	NA	NA	NBL, MYCN amplified	PASDYT	BS_B6E0477K	01
PASDYT_01_Solid Tissue_Primary Tumor	17.46	NA	NA	NBL, MYCN amplified	PASDYT	BS_N13KZYRR	01
PASDYT_01_Solid Tissue_Primary Tumor	17.46	NA	NA	NBL, MYCN amplified	PASDYT	TARGET-30-PASDYT-01A-01D	01
PASDZJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASDZJ	TARGET-30-PASDZJ-01A-01D.M	01
PASEAR_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEAR	TARGET-30-PASEAR-01A-01D	01
PASEDP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEDP	TARGET-30-PASEDP-01A-01D	01
PASEGA_01_Solid Tissue_Primary Tumor	16.44	2	neutral	NBL, MYCN non-amplified	PASEGA	TARGET-30-PASEGA-01A-01D	01
PASEGA_01_Solid Tissue_Primary Tumor	16.44	2	neutral	NBL, MYCN non-amplified	PASEGA	TARGET-30-PASEGA-01A-01D.M	01
PASEGA_01_Solid Tissue_Primary Tumor	16.44	2	neutral	NBL, MYCN non-amplified	PASEGA	TARGET-30-PASEGA-01A-01R	01
PASEGF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEGF	TARGET-30-PASEGF-01A-01D	01
PASEJZ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEJZ	TARGET-30-PASEJZ-01A-01D	01
PASESX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASESX	TARGET-30-PASESX-01A-01D	01
PASEVK_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEVK	TARGET-30-PASEVK-01A-01D	01
PASEWX_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEWX	TARGET-30-PASEWX-01A-01D	01
PASEWZ_01_Solid Tissue_Primary Tumor	36.38	NA	gain	NBL, MYCN non-amplified	PASEWZ	BS_8VPBB5C2	01
PASEWZ_01_Solid Tissue_Primary Tumor	36.38	NA	gain	NBL, MYCN non-amplified	PASEWZ	BS_X2D8S1HY	01
PASEWZ_01_Solid Tissue_Primary Tumor	36.38	NA	gain	NBL, MYCN non-amplified	PASEWZ	TARGET-30-PASEWZ-01A-01D	01
PASEYW_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASEYW	TARGET-30-PASEYW-01A-01D	01
PASFCG_01_Solid Tissue_Primary Tumor	24.8	NA	NA	NBL, MYCN amplified	PASFCG	BS_PQFKEKEW	01
PASFCG_01_Solid Tissue_Primary Tumor	24.8	NA	NA	NBL, MYCN amplified	PASFCG	BS_WR5VE59B	01
PASFCG_01_Solid Tissue_Primary Tumor	24.8	NA	NA	NBL, MYCN amplified	PASFCG	TARGET-30-PASFCG-01A-01D	01
PASFDJ_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFDJ	TARGET-30-PASFDJ-01A-01D	01
PASFDU_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFDU	TARGET-30-PASFDU-01A-01D	01
PASFDV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFDV	TARGET-30-PASFDV-01A-01D	01
PASFEU_01_Solid Tissue_Primary Tumor	1.62	NA	NA	NBL, MYCN non-amplified	PASFEU	BS_KE5D12KG	01
PASFEU_01_Solid Tissue_Primary Tumor	1.62	NA	NA	NBL, MYCN non-amplified	PASFEU	BS_W3ZSVEVP	01
PASFEV_01_Solid Tissue_Primary Tumor	32.76	NA	neutral	NBL, MYCN non-amplified	PASFEV	BS_MCCJ3EMF	01
PASFEV_01_Solid Tissue_Primary Tumor	32.76	NA	neutral	NBL, MYCN non-amplified	PASFEV	BS_Z0MTZA9K	01
PASFEV_01_Solid Tissue_Primary Tumor	32.76	NA	neutral	NBL, MYCN non-amplified	PASFEV	TARGET-30-PASFEV-01A-01D	01
PASFGD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFGD	TARGET-30-PASFGD-01A-01D	01
PASFGG_01_Solid Tissue_Primary Tumor	18.94	2	neutral	NBL, MYCN non-amplified	PASFGG	TARGET-30-PASFGG-01A-01D	01
PASFGG_01_Solid Tissue_Primary Tumor	18.94	2	neutral	NBL, MYCN non-amplified	PASFGG	TARGET-30-PASFGG-01A-01D.M	01
PASFGG_01_Solid Tissue_Primary Tumor	18.94	2	neutral	NBL, MYCN non-amplified	PASFGG	TARGET-30-PASFGG-01A-01R	01
PASFHI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFHI	BS_D8H43Q28	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	BS_DYHEFXJC	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	BS_W22EEJCZ	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	TARGET-30-PASFIC-01A-01D.M	01
PASFIC_01_Solid Tissue_Primary Tumor	23.605	NA	NA	NBL, MYCN amplified	PASFIC	TARGET-30-PASFIC-01A-01R	01
PASFKX_01_Solid Tissue_Primary Tumor	392.43	NA	loss	NBL, MYCN amplified	PASFKX	BS_2X9EVKZ0	01
PASFKX_01_Solid Tissue_Primary Tumor	392.43	NA	loss	NBL, MYCN amplified	PASFKX	BS_6N7RPHX9	01
PASFKX_01_Solid Tissue_Primary Tumor	392.43	NA	loss	NBL, MYCN amplified	PASFKX	TARGET-30-PASFKX-01A-01D	01
PASFNF_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFNF	TARGET-30-PASFNF-01A-01D	01
PASFNY_01_Solid Tissue_Primary Tumor	NA	86.5	amplification	NBL, MYCN amplified	PASFNY	BS_MTQ7F28J	01
PASFNY_01_Solid Tissue_Primary Tumor	NA	86.5	amplification	NBL, MYCN amplified	PASFNY	TARGET-30-PASFNY-01A-01D	01
PASFRV_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFRV	TARGET-30-PASFRV-01A-01D.M	01
PASFWL_01_Solid Tissue_Primary Tumor	34.59	NA	loss	NBL, MYCN non-amplified	PASFWL	BS_5BFNH9S6	01
PASFWL_01_Solid Tissue_Primary Tumor	34.59	NA	loss	NBL, MYCN non-amplified	PASFWL	BS_WHX83JW2	01
PASFWL_01_Solid Tissue_Primary Tumor	34.59	NA	loss	NBL, MYCN non-amplified	PASFWL	TARGET-30-PASFWL-01A-01D	01
PASFXC_01_Solid Tissue_Primary Tumor	21.59	NA	gain	NBL, MYCN non-amplified	PASFXC	BS_3KGHX57D	01
PASFXC_01_Solid Tissue_Primary Tumor	21.59	NA	gain	NBL, MYCN non-amplified	PASFXC	BS_T9VPRPVA	01
PASFXC_01_Solid Tissue_Primary Tumor	21.59	NA	gain	NBL, MYCN non-amplified	PASFXC	TARGET-30-PASFXC-01A-01D	01
PASFXS_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASFXS	TARGET-30-PASFXS-01A-01D	01
PASGAP_01_Solid Tissue_Primary Tumor	5.34	2	loss	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-01A-01D	01
PASGAP_01_Solid Tissue_Primary Tumor	5.34	2	loss	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-01A-01D.M	01
PASGAP_01_Solid Tissue_Primary Tumor	5.34	2	loss	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-01A-01R	01
PASGAP_02_Solid Tissue_Recurrence	10.98	NA	NA	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-02A-01D.M	02
PASGAP_02_Solid Tissue_Recurrence	10.98	NA	NA	NBL, MYCN non-amplified	PASGAP	TARGET-30-PASGAP-02A-01R	02
PASGBE_01_Solid Tissue_Primary Tumor	2.34	NA	NA	NBL, MYCN amplified	PASGBE	BS_43R2B7DR	01
PASGCD_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGCD	TARGET-30-PASGCD-01A-01D	01
PASGDB_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGDB	TARGET-30-PASGDB-01A-01D	01
PASGEE_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGEE	TARGET-30-PASGEE-01A-01D	01
PASGES_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGES	TARGET-30-PASGES-01A-01D	01
PASGGD_01_Solid Tissue_Primary Tumor	13.74	NA	NA	NBL, MYCN non-amplified	PASGGD	BS_A2HY1DZA	01
PASGGD_01_Solid Tissue_Primary Tumor	13.74	NA	NA	NBL, MYCN non-amplified	PASGGD	BS_QKTJ4QY9	01
PASGGI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGGI	BS_P8X3GAEP	01
PASGGI_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGGI	TARGET-30-PASGGI-01A-01D	01
PASGHN_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGHN	TARGET-30-PASGHN-01A-01D	01
PASGKP_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGKP	TARGET-30-PASGKP-01A-01D	01
PASGNT_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGNT	TARGET-30-PASGNT-01A-01D	01
PASGPY_01_Solid Tissue_Primary Tumor	NA	NA	NA	NBL, To be classified	PASGPY	TARGET-30-PASGPY-01A-01D.M	01
PASGRL_01_Solid Tissue_Primary Tumor	NA	3	gain	NBL, MYCN non-amplified	PASGRL	BS_EQE447QB	01
